RefId,IsBadBuy,Make,Transmission,WheelType,Nationality,Size,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,VNST,WarrantyCost,VehicleAge_decades,VehOdo_lakhs
16,0.0,0,-1,-1,-1,0,1.481149012567325,1.0258004351880634,0.6278538812785388,0.4348398998550534,1.550751879699248,1.2267657992565055,0.6797116374871267,0.599346167816927,1,-1,0.4409090909090909,0.6,0.72132
19,0.0,0,1,-1,-1,0,1.4310820989204118,1.0869565217391304,0.779114270092947,0.6199695453556667,1.3878743608473338,1.0980543247929109,0.746268656716418,0.6477272727272727,1,-1,0.2987719298245614,0.4,0.65925
22,0.0,0,1,-1,-1,0,1.6467915956842702,1.2106032143602588,0.7543243594745741,0.5544933078393881,1.3172836702248467,1.0303783975839402,0.77209797657082,0.6462395543175488,1,-1,0.3453448275862069,0.7,0.66536
25,0.0,0,1,-1,-1,0,1.2006861063464838,1.0111223458038423,0.7258399004562422,0.6458756228086363,0.9946007388462631,0.8810572687224669,0.6256144427562785,0.5930695585868,1,-1,0.104,0.2,0.65663
26,1.0,0,1,-1,-1,0,1.7182130584192439,1.2636899747262005,0.6920947400799754,0.6186417376959032,1.4240506329113924,1.0283363802559415,0.6818181818181818,0.5573445627941541,1,-1,0.16755555555555557,0.5,0.52106
28,0.0,-1,1,-1,-1,-1,1.37349773685032,1.0930319215004347,0.8479475814222394,0.707224945752632,1.2292219583740747,0.9850011193194538,0.7903008531656938,0.7006369426751592,1,-1,0.10454545454545454,0.5,0.76173
31,0.0,0,1,-1,-1,-1,1.149584487534626,0.9653407769248662,0.7423307396476165,0.6742485783915516,1.2011577424023154,0.9832958180310389,0.7728838811807431,0.6830151415404871,1,-1,0.2316867469879518,0.6,0.77694
32,1.0,1,1,-1,-1,1,1.639344262295082,1.243970550901244,0.8549991275519107,0.7258183972744778,1.6002612671456564,1.1790182868142445,0.8715759516186411,0.723460800236232,1,-1,0.24897959183673468,0.7,0.563
34,0.0,1,-1,-1,-1,-1,1.6147635524798154,1.3130744700806602,0.8285984848484849,0.6737895851381268,1.174496644295302,0.9943181818181818,0.816231343283582,0.7053607416364369,1,-1,0.09585714285714286,0.5,0.57723
36,1.0,1,1,-1,-1,0,1.994459833795014,1.4857614527445315,0.8337193144974525,0.6472491909385113,1.9565217391304348,1.3636363636363635,0.8168822328114363,0.650994575045208,1,-1,0.645,0.8,0.82944
37,0.0,1,1,-1,-1,0,1.312110131211013,1.1830876648564779,0.7187463178979616,0.6786071865613528,1.1963130025495194,0.9619933764390475,0.7543903042295326,0.6264119942493325,1,-1,0.24688524590163935,0.4,0.76304
40,1.0,1,1,1,-1,-1,1.1083583257269527,0.9553782173766439,0.7694396668778855,0.6427707199032063,1.1083583257269527,0.9553782173766439,0.7694396668778855,0.6427707199032063,1,-1,0.08564705882352941,0.5,0.65078
42,1.0,0,1,1,1,0,1.1499336576735957,0.937950937950938,0.640788662969809,0.5679335954565312,1.1499336576735957,0.937950937950938,0.640788662969809,0.5679335954565312,1,-1,0.11423076923076923,0.5,0.86889
43,0.0,0,1,-1,-1,-1,1.3913897528237027,1.1410927641294133,0.8790981487227221,0.7256894049346879,1.2696041822255415,1.0339374771925556,0.8929509402248136,0.7505518763796909,1,-1,0.14294117647058824,0.6,0.6899
46,1.0,0,1,1,1,1,1.0095265178444477,0.8496888463379607,0.6504213997801392,0.5711068211068211,1.0095265178444477,0.8496888463379607,0.6504213997801392,0.5711068211068211,1,-1,0.08014084507042253,0.6,0.72191
48,1.0,0,1,1,1,0,1.565008025682183,1.1854103343465046,0.7070340826686005,0.5502257336343115,1.565008025682183,1.1854103343465046,0.7070340826686005,0.5502257336343115,1,-1,0.22282051282051282,0.8,0.79576
49,1.0,1,1,-1,-1,0,1.1908219575951204,0.9486348912540491,0.536930330015715,0.4277070728145212,1.4152571625819814,1.0783798001052078,0.6708115183246073,0.5777088910807383,1,-1,0.2817073170731707,0.6,0.73291
50,1.0,1,1,1,-1,0,1.1312217194570136,0.9454178747006177,0.7035647279549718,0.6120949971435566,1.1312217194570136,0.9454178747006177,0.7035647279549718,0.6120949971435566,1,-1,0.13373333333333334,0.4,0.50227
52,0.0,1,-1,-1,-1,0,1.1386742578283855,0.9079118028534371,0.6650041562759768,0.5810334094210418,1.0954616588419406,0.9178823143746927,0.6916141780906508,0.5964426456491639,1,-1,0.11982142857142856,0.4,0.58024
55,0.0,1,-1,-1,-1,0,1.4267990074441688,1.0586881472957423,0.684931506849315,0.5844238343285478,1.2105263157894737,0.9537632179141613,0.6879018992074174,0.5788347804202844,1,-1,0.27021739130434785,0.5,0.80968
58,0.0,-1,1,-1,-1,1,0.8393825232013231,0.7508630609896433,0.5861029128705249,0.5387473460721869,0.8393825232013231,0.7508630609896433,0.5955019556714471,0.553234011627907,1,-1,0.1330049261083744,0.4,0.62239
59,1.0,0,1,-1,-1,-1,1.1645569620253164,0.9578012215435869,0.7564959982458064,0.6409065576815902,1.0828625235404896,0.889633831872099,0.7150259067357513,0.6276721550077322,1,-1,0.21782608695652175,0.6,0.87008
61,0.0,0,1,-1,-1,0,1.9662921348314606,1.3299556681443951,0.8799497171590195,0.6944444444444444,1.450777202072539,1.0147378593863252,0.7639141506002183,0.631768953068592,1,-1,0.26261904761904764,0.8,0.77677
64,1.0,0,1,-1,1,1,0.8966065145840427,0.74746901315167,0.6268846214886526,0.5265262596640896,0.9594364828758805,0.8046445304542676,0.650419891322246,0.5686316850212337,1,-1,0.1530379746835443,0.7,0.90026
67,1.0,1,1,-1,-1,0,0.8990318118948825,0.7638714009905145,0.6652533079903502,0.5843071786310517,0.9768140832975526,0.8734043574239371,0.6884030562069748,0.6227758007117438,1,-1,0.2169230769230769,0.5,0.75513
69,1.0,1,1,-1,-1,0,1.844466600199402,1.3862869988759836,0.9178863805507318,0.7595976185588175,1.560522986081822,1.185137732222934,0.746419205164414,0.6242618525392273,1,-1,0.44351351351351354,0.9,0.95558
70,0.0,0,1,-1,-1,0,1.1755329746961547,1.0051107325383304,0.6954266855256954,0.6369426751592356,1.0823702073014125,0.9311868686868687,0.6846930486248114,0.5948180260106866,1,-1,0.07830508474576271,0.3,0.35796
73,0.0,1,1,-1,-1,0,0.9733810091378625,0.7895584917821463,0.5862646566164154,0.5102040816326531,0.9306742640075973,0.7808764940239044,0.5737704918032787,0.4814305364511692,1,-1,0.16387755102040816,0.4,0.76052
76,0.0,-1,1,-1,-1,-1,0.9503865979381443,0.8221850613154961,0.5867727498756837,0.5245843336000712,0.7898259705488622,0.6898164386764878,0.5178618449925393,0.46559343434343436,1,-1,0.17288135593220338,0.5,0.61081
77,1.0,0,1,-1,-1,-1,1.5096398690432884,1.2982950101673705,0.9315375982042648,0.8450417430258603,1.2549138191714544,1.0851091645966793,0.8462479608482871,0.7605607990470081,1,-1,0.24855421686746987,0.9,0.86483
79,0.0,0,1,-1,-1,-1,0.8723973479120624,0.7389890629618682,0.6082231773578786,0.538483630097645,0.8397715821296607,0.7097567900066244,0.6029423587105073,0.5371723248818221,1,-1,0.0784,0.4,0.57338
80,1.0,1,1,1,-1,-1,1.3996138996138996,1.1646586345381527,0.8911195329304517,0.759692630108278,1.3450834879406308,1.1135287341610136,0.868523510032944,0.7292539815590947,1,-1,0.1306896551724138,0.7,0.59425
82,0.0,0,1,-1,1,-1,1.2476606363069245,1.067378252168112,0.7942811755361397,0.7052807899144847,1.1163829193413342,0.9754907938056334,0.7883326763894364,0.7086544423775356,1,-1,0.12325,0.7,0.78559
85,0.0,1,-1,-1,-1,0,1.1211573236889694,0.8514144465806097,0.5590622182146078,0.4245412215831279,0.9932713873758411,0.7928388746803069,0.5136702568351285,0.47342700061087356,1,-1,0.32903225806451614,0.6,0.65795
88,0.0,1,1,-1,-1,-1,1.1564625850340136,0.9984729237636556,0.7073901464713716,0.6107199310245724,1.0216346153846154,0.9096746575342466,0.6805444355484388,0.6344230482161517,1,-1,0.13752941176470587,0.5,0.55909
91,0.0,0,1,-1,1,0,1.6369047619047619,1.3720598717034924,1.003780471907183,0.8566978193146417,1.3398294762484775,1.1273792093704247,0.8469915300846992,0.7518062878344074,1,-1,0.08181818181818182,0.6,0.65379
94,0.0,0,-1,-1,-1,0,1.9477434679334917,1.3818672059319177,0.8593586250262,0.7184159803749781,1.5419330575404286,1.1388888888888888,0.7907425265188043,0.6848171037247369,1,-1,0.3548780487804878,0.7,0.7381
97,0.0,-1,1,-1,-1,-1,1.4646754738655945,1.2002824193927983,0.9413067552602437,0.8233110016950521,1.2543039842597148,1.088580576307364,0.8645533141210374,0.7665138648831442,1,-1,0.09019607843137255,0.6,0.74026
98,1.0,1,1,-1,-1,-1,1.7722254503195816,1.3804028060647204,0.9558132246944532,0.7747015494030988,1.403266620657925,1.145755071374906,0.848990953375087,0.7245516094548046,1,-1,0.16852459016393442,0.8,0.64822
100,0.0,1,1,-1,-1,0,1.2055974165769645,1.0401188707280833,0.6510870828973375,0.5892255892255892,1.2055974165769645,0.9212041454186544,0.7479631361025778,0.602928509905254,1,-1,0.29160714285714284,0.5,0.85003
103,0.0,0,1,-1,-1,-1,1.1111111111111112,0.9478228228228228,0.7759680393362016,0.6879640351474695,0.9981223441051488,0.8698647833950565,0.7145889344842224,0.6467725409836066,1,-1,0.12029702970297029,0.4,0.6223
106,0.0,1,1,-1,-1,-1,1.1448349307774228,0.9528030135165079,0.7505017889868226,0.6268678475107515,1.1001663042087757,0.932552591628714,0.8012671200968974,0.6979386463236488,1,-1,0.12069767441860466,0.6,0.75806
109,0.0,0,1,-1,-1,1,0.8886389201349831,0.7304669440591771,0.6048078395345277,0.5506761466610902,0.854978354978355,0.6696617784182419,0.5721735351633229,0.4915074970447334,1,-1,0.15734177215189873,0.4,0.81338
112,0.0,1,1,-1,-1,-1,1.1652152581871704,1.0346329775648007,0.818471611958301,0.7374058837227354,1.1379971250598946,1.0355352081970788,0.8384819064430715,0.7615840949174283,1,-1,0.07663157894736843,0.5,0.66681
115,0.0,-1,1,-1,-1,1,0.9739961407700083,0.8712806181160612,0.688222308791066,0.6402512684223243,1.164835164835165,0.9107311624710026,0.7710212394530114,0.6633291614518148,1,-1,0.1310377358490566,0.4,0.74131
118,0.0,0,1,-1,-1,1,1.2266517981600222,1.0584556170315131,0.8257483344280755,0.7416146974549132,1.1470281543274243,0.9821428571428571,0.8098656359285846,0.7097346560206468,1,-1,0.1578409090909091,0.5,0.71423
121,0.0,0,1,-1,-1,0,1.4561462919065358,1.1286089238845145,0.6293911007025761,0.4878602223734967,1.5574067366896052,1.161534305780659,0.7351684048555308,0.5482595945429045,1,-1,0.3118604651162791,0.6,0.95443
124,0.0,0,-1,-1,-1,-1,1.3389536325316143,1.17442366246194,0.779783393501805,0.7028504490433425,1.076555023923445,0.9673951988534576,0.6612784717119765,0.6041620049228015,1,-1,0.1338888888888889,0.6,0.84905
127,0.0,-1,1,-1,-1,0,0.8047044258743423,0.6469270962926101,0.5705508009655476,0.4877743730848602,0.6570634318928481,0.5316611001295072,0.48875242809699854,0.41456284879085836,1,-1,0.1808974358974359,0.3,0.66545
130,0.0,1,1,-1,-1,0,0.9655751469353484,0.82319255547602,0.6635891517599538,0.5727091633466136,1.039939713639789,0.8771929824561403,0.6664091172493722,0.6010452961672473,1,-1,0.18434782608695652,0.4,0.70741
133,0.0,1,1,-1,-1,0,1.3907461888205404,1.1245674740484428,0.7425389118949022,0.6128461991750147,1.3989776701641108,1.0874111250522793,0.7841954456341427,0.664706634283523,1,-1,0.145,0.5,0.54268
134,1.0,1,1,1,-1,0,1.474840948525159,1.0960670535138621,0.819672131147541,0.6789137380191693,1.474840948525159,1.0960670535138621,0.819672131147541,0.6789137380191693,1,-1,0.2880392156862745,0.7,0.59072
136,0.0,0,1,-1,-1,-1,1.1968459588848213,1.0541981892595809,0.6645817044566067,0.5853994490358126,1.1906429471914834,1.0514596734289956,0.6566749072929543,0.5799276796070137,1,-1,0.07411764705882352,0.6,0.64677
138,1.0,1,1,-1,-1,0,1.693831895174177,1.2458862247296663,0.9160041479433114,0.7654534950895436,1.8263266712611992,1.4243482934694975,0.8913555331315169,0.7739485981308412,1,-1,0.2490566037735849,0.7,0.64554
139,0.0,0,-1,-1,-1,0,0.8887643248629796,0.7242919500558319,0.6405997486083678,0.557421875,1.2391455366446682,0.930490349504434,0.760012782275245,0.5707543396528277,1,-1,0.14548002803083393,0.5,0.73988
142,1.0,0,1,-1,-1,0,1.3219616204690832,1.069703243616287,0.8279914529914529,0.6752341537791331,1.4285714285714286,1.10912343470483,0.841248303934871,0.6833461919982365,1,-1,0.2746774193548387,0.5,0.60554
144,1.0,1,1,-1,-1,-1,1.740406793877123,1.3831028161973005,1.0329807093963908,0.8913230240549829,1.5964608578572803,1.2658227848101267,1.0074038111421288,0.8896987887233359,1,-1,0.14734939759036145,0.9,0.63377
145,0.0,-1,1,-1,-1,-1,1.6791869200176757,1.361519168756718,0.9333169593515903,0.8,1.7094017094017093,1.3520725849492974,0.9566968781470292,0.7826982492276005,1,-1,0.06644736842105263,0.6,0.59391
148,0.0,0,1,-1,-1,0,1.8531976744186047,1.4435324087178036,0.9397457158651189,0.7880098887515451,2.1056977704376547,1.5079834417504436,1.0208166533226581,0.8213883072958609,1,-1,1.0572549019607844,0.9,0.83238
151,0.0,0,1,-1,-1,0,1.2544314153258795,1.005464480874317,0.5914116739521728,0.4740313272877164,1.3509544787077827,1.0101010101010102,0.7048728164266013,0.5853906846525834,1,-1,0.27021739130434785,0.6,0.87775
154,0.0,-1,1,-1,-1,0,1.313260730301089,1.0512820512820513,0.7006151742993848,0.6025867136978248,1.492537313432836,1.1417432470064048,0.7030178326474623,0.5980163360560093,1,-1,0.17634146341463414,0.6,0.80788
156,1.0,0,1,-1,-1,0,1.0222009263695895,0.8883953359244864,0.6744651701970703,0.6038875259482921,1.0566286940729734,0.9098663633778789,0.680561463207146,0.6107453001240576,1,-1,0.21703125,0.3,0.73963
157,0.0,0,1,-1,-1,0,1.21996303142329,1.046456318376407,0.7749207467418106,0.700339558573854,1.3741411617738912,1.154249737670514,0.7923169267707083,0.7187976475713352,1,-1,0.08075757575757576,0.3,0.68183
160,0.0,1,1,-1,-1,0,2.2311631309436724,1.6146109052408681,1.012448132780083,0.8799769186381996,1.780502043199066,1.4513442778967405,0.9464701318851824,0.8228787265614461,1,-1,0.15081967213114755,0.6,0.59287
163,0.0,0,1,-1,-1,0,1.6029593094944512,1.3235593565465282,0.9295009295009296,0.7930697901415324,1.6343977872768418,1.244019138755981,0.9248719408081958,0.7591684185937865,1,-1,0.27692307692307694,0.7,0.58897
166,0.0,1,1,-1,-1,0,0.9441707717569786,0.7669223074358119,0.5702950657079098,0.4915580252190639,0.9926629261976694,0.7685881370091896,0.5815423514538559,0.4910857264866019,1,-1,0.21369565217391304,0.4,0.85042
169,0.0,1,1,-1,-1,0,1.254773595199127,0.934010152284264,0.7497962510187449,0.612109115103127,1.597777005904828,1.18801652892562,0.7256665089130778,0.6482525366403608,1,-1,0.4508695652173913,0.7,0.97221
172,0.0,-1,1,-1,-1,0,1.390148080991236,1.0217681030653043,0.7369432874078821,0.6179473401397099,1.846647932557206,1.3851249623607347,0.8720379146919431,0.7433742727860375,1,-1,0.26413043478260867,0.6,0.63079
175,0.0,0,1,-1,-1,0,1.3944223107569722,1.156785788060318,0.7956805910770105,0.6771463119709794,1.4933333333333334,1.2211077191452246,0.849643453193749,0.6947890818858561,1,-1,0.10607142857142857,0.5,0.82164
178,0.0,0,1,-1,-1,0,1.0527994895517627,0.9077155824508321,0.7019036477719877,0.6244087038789026,1.0696920583468394,0.9295774647887324,0.7028005537216484,0.6264236902050114,1,-1,0.14772727272727273,0.3,0.49893
181,1.0,0,1,-1,-1,-1,1.3350490590316872,1.0686236642204197,0.8225966303270565,0.7030919102075391,1.5633829346392918,1.2399163429937257,0.9239674941556273,0.7328271234328094,1,-1,0.12289156626506025,0.6,0.6299
182,1.0,1,1,-1,-1,1,1.2384362876753208,1.0494373498545961,0.8479771148344912,0.7500451834447859,1.2464333984081695,1.0425825901268684,0.8187826773207063,0.7308911588587531,1,-1,0.1391566265060241,0.6,0.78992
184,1.0,0,1,-1,-1,0,1.4061010486177312,1.1676231941420938,0.8266778758582037,0.7293855853628384,1.6694963214487832,1.2930089853166775,0.8430980280080023,0.6530160486995019,1,-1,0.2059322033898305,0.6,0.60522
185,1.0,0,1,-1,-1,0,1.2134923899629781,0.9491634491634492,0.6908665105386417,0.582600967710082,1.0727272727272728,0.8264462809917356,0.6903814650128716,0.5915379987968719,1,-1,0.3854237288135593,0.8,0.73725
187,0.0,0,1,-1,-1,0,1.5014299332697807,1.246784088660202,0.8827238335435057,0.7788354555569291,1.9432449105490437,1.507177033492823,0.9352731591448931,0.8067614291202458,1,-1,0.19285714285714287,0.6,0.6053
190,0.0,0,1,-1,-1,0,1.295594977077935,1.0528020732102366,0.8144342814183686,0.7365439093484419,1.1347765363128492,0.9694258016405667,0.7540603248259861,0.6829165791132591,1,-1,0.07107692307692308,0.4,0.36425
193,0.0,0,1,-1,-1,-1,0.770593445527015,0.6591907864828004,0.6079664570230608,0.5309086470983096,0.858242083456644,0.7014431992259937,0.6495445721965059,0.5653756173641798,1,-1,0.1596551724137931,0.4,0.79015
196,0.0,0,1,-1,-1,0,0.8745900359206622,0.6981673108091261,0.5650857719475277,0.4844709749978372,0.969864911673017,0.8086642599277978,0.5572693800378147,0.4646531695984069,1,-1,0.26517857142857143,0.5,0.95025
199,0.0,0,1,-1,-1,0,1.23402379903041,0.9308510638297872,0.533028745478774,0.4685408299866131,1.3263855992420654,0.979706088173548,0.5999571459181487,0.4876349703935911,1,-1,0.4017857142857143,0.7,0.6804
202,0.0,1,1,-1,-1,-1,1.0774639900192808,0.8993657104989113,0.7769054628720968,0.6802721088435374,1.1741441107403288,0.9786751828577316,0.8159409087005067,0.7057949479940565,1,-1,0.1171578947368421,0.6,0.80906
205,0.0,0,1,-1,-1,0,0.9848897359106997,0.8449141655961696,0.6658996778647032,0.607472712006717,1.0022163734589278,0.883610161211529,0.6565931572737999,0.6075747396708095,1,-1,0.07366966136834831,0.3,0.61319
208,0.0,0,1,-1,-1,-1,1.1303418803418803,0.9848578875511977,0.7375220745422437,0.650196656833825,1.168114235242161,1.0258564964447316,0.7964468533574225,0.7337031900138696,1,-1,0.09502205419029616,0.5,0.59801
211,0.0,-1,1,-1,-1,-1,1.3548626577579808,1.144918444165621,0.819764177428411,0.7265127388535032,1.2733298447584163,0.9489145976862082,0.7745358090185677,0.64012627148369,1,-1,0.12602739726027398,0.5,0.50385
214,0.0,-1,1,-1,-1,0,1.075058639562158,0.8960573476702509,0.699567540066141,0.5831212892281594,1.1410788381742738,0.9263938015832912,0.6805246226181638,0.5956893750676919,1,-1,0.21,0.4,0.7387
217,0.0,0,1,-1,1,0,1.078213246619887,0.9162303664921466,0.67946505608283,0.598347421407541,1.1146496815286624,0.9463722397476341,0.7130730050933786,0.6307569082899479,1,-1,0.08015873015873017,0.5,0.58681
